订单编码,订单日期,客户编码,所在区域,所在省份,所在地市,商品编号,订购数量,订购单价,金额,商品名称,商品小类,商品大类,销售单价,订单年份,订单月份,订单季度,订单星期,是否周末,单价差异,折扣率,区域编码,订单总金额
D31543,2025-01-29,S10594,东区,浙江省,杭州市,X032,380,158.0,60040.0,商品32,面霜,护肤品,158.0,2025,1,1,2,0,0.0,1.0,3.0,93252.0
D28374,2025-05-23,S19605,北区,山西省,大同市,X026,1114,101.0,112514.0,商品26,面霜,护肤品,101.0,2025,5,2,4,0,0.0,1.0,1.0,942925.0
D28291,2025-04-07,S19309,南区,广东省,深圳市,X036,269,99.0,26631.0,商品36,面霜,护肤品,99.0,2025,4,2,0,0,0.0,1.0,2.0,1130307.0
D27691,2025-02-25,S20101,北区,山东省,淄博市,X034,171,182.0,31122.0,商品34,面霜,护肤品,182.0,2025,2,1,1,0,0.0,1.0,1.0,482865.0
D32452,2025-05-13,S23023,东区,上海市,上海市,X024,1044,235.0,245340.0,商品24,眼霜,护肤品,235.0,2025,5,2,1,0,0.0,1.0,3.0,952782.0
D32719,2025-06-16,S18164,北区,河南省,南阳市,X075,433,126.0,54558.0,商品75,防晒霜,护肤品,126.0,2025,6,2,0,0,0.0,1.0,1.0,681069.0
D27669,2025-08-20,S16637,东区,江苏省,无锡市,X021,1009,59.0,59531.0,商品21,眼霜,护肤品,59.0,2025,8,3,2,0,0.0,1.0,3.0,306143.0
D32196,2025-05-27,S13440,东区,江苏省,扬州市,X016,886,99.0,87714.0,商品16,面膜,护肤品,99.0,2025,5,2,1,0,0.0,1.0,3.0,296904.0
D23415,2025-08-06,S17070,东区,安徽省,宿州市,X019,744,210.0,156240.0,商品19,眼霜,护肤品,210.0,2025,8,3,2,0,0.0,1.0,3.0,583151.0
D21796,2025-05-06,S17465,西区,贵州省,贵阳市,X050,2025,143.0,288717.0,商品50,爽肤水,护肤品,143.0,2025,5,2,1,0,0.0,1.0,4.0,998159.0
D22006,2025-08-10,S14630,东区,江苏省,无锡市,X044,640,174.0,111360.0,商品44,洁面乳,护肤品,174.0,2025,8,3,6,1,0.0,1.0,3.0,371889.0
D28629,2025-04-12,S19375,东区,江苏省,苏州市,X017,45,213.0,9585.0,商品17,眼霜,护肤品,213.0,2025,4,2,5,1,0.0,1.0,3.0,259101.0
D21425,2025-08-28,S18132,西区,云南省,西双版纳傣族自治州,X091,2105,214.0,450470.0,商品91,粉底,彩妆,214.0,2025,8,3,3,0,0.0,1.0,4.0,1822984.0
D24293,2025-07-07,S20124,北区,吉林省,长春市,X031,242,86.0,20812.0,商品31,面霜,护肤品,86.0,2025,7,3,0,0,0.0,1.0,1.0,542619.0
D30069,2025-02-02,S16465,南区,福建省,泉州市,X036,906,99.0,89694.0,商品36,面霜,护肤品,99.0,2025,2,1,6,1,0.0,1.0,2.0,250619.0
D23596,2025-04-04,S10859,东区,江苏省,南通市,X037,914,195.0,178230.0,商品37,面霜,护肤品,195.0,2025,4,2,4,0,0.0,1.0,3.0,1055474.0
D25938,2025-08-04,S13676,东区,浙江省,杭州市,X073,1007,209.0,210463.0,商品73,防晒霜,护肤品,209.0,2025,8,3,0,0,0.0,1.0,3.0,225207.0
D24612,2025-01-08,S15344,东区,浙江省,绍兴市,X044,919,174.0,159906.0,商品44,洁面乳,护肤品,174.0,2025,1,1,2,0,0.0,1.0,3.0,252190.0
D34290,2025-08-31,S23019,东区,浙江省,宁波市,X041,1540,212.0,326480.0,商品41,洁面乳,护肤品,212.0,2025,8,3,6,1,0.0,1.0,3.0,326480.0
D26184,2025-08-25,S22188,东区,上海市,上海市,X070,723,242.0,174966.0,商品70,防晒霜,护肤品,242.0,2025,8,3,0,0,0.0,1.0,3.0,1067982.0
D30183,2025-04-29,S21964,南区,广东省,江门市,X108,1369,223.0,305287.0,商品108,睫毛膏,彩妆,223.0,2025,4,2,1,0,0.0,1.0,2.0,565069.0
D30970,2025-06-21,S12220,东区,湖北省,荆门市,X003,1031,168.0,173208.0,商品3,面膜,护肤品,168.0,2025,6,2,5,1,0.0,1.0,3.0,253207.0
D24609,2025-07-21,S18696,北区,北京市,北京市,X024,889,235.0,208915.0,商品24,眼霜,护肤品,235.0,2025,7,3,0,0,0.0,1.0,1.0,563685.0
D23935,2025-07-01,S14268,北区,河南省,南阳市,X002,1356,141.0,191196.0,商品2,面膜,护肤品,141.0,2025,7,3,1,0,0.0,1.0,1.0,1738239.0
D22188,2025-06-28,S17255,西区,四川省,成都市,X046,1308,241.0,315228.0,商品46,洁面乳,护肤品,241.0,2025,6,2,5,1,0.0,1.0,4.0,1565299.0
D24005,2025-06-13,S19517,南区,广西壮族自治区,柳州市,X062,669,239.0,159891.0,商品62,隔离霜,护肤品,239.0,2025,6,2,4,0,0.0,1.0,2.0,461586.0
D29398,2025-07-05,S21255,西区,四川省,内江市,X034,1586,182.0,288652.0,商品34,面霜,护肤品,182.0,2025,7,3,5,1,0.0,1.0,4.0,328418.0
D26759,2025-05-25,S21838,南区,福建省,泉州市,X037,1665,195.0,324675.0,商品37,面霜,护肤品,195.0,2025,5,2,6,1,0.0,1.0,2.0,681497.0
D30461,2025-02-13,S18810,北区,黑龙江省,齐齐哈尔市,X026,1057,101.0,106757.0,商品26,面霜,护肤品,101.0,2025,2,1,3,0,0.0,1.0,1.0,400267.0
D24192,2025-05-29,S15443,东区,江苏省,苏州市,X022,2114,158.0,334012.0,商品22,眼霜,护肤品,158.0,2025,5,2,3,0,0.0,1.0,3.0,1592039.0
D32611,2025-08-10,S21168,东区,安徽省,蚌埠市,X005,344,185.0,63640.0,商品5,面膜,护肤品,185.0,2025,8,3,6,1,0.0,1.0,3.0,359201.0
D26485,2025-06-24,S22004,南区,福建省,宁德市,X040,1974,142.0,280308.0,商品40,面霜,护肤品,142.0,2025,6,2,1,0,0.0,1.0,2.0,964294.0
D34186,2025-06-08,S16848,东区,上海市,上海市,X044,643,174.0,111882.0,商品44,洁面乳,护肤品,174.0,2025,6,2,6,1,0.0,1.0,3.0,134853.0
D24377,2025-09-10,S14052,北区,河南省,信阳市,X045,576,205.0,118080.0,商品45,洁面乳,护肤品,205.0,2025,9,3,2,0,0.0,1.0,1.0,400500.0
D27635,2025-02-22,S20878,南区,海南省,海南省直辖,X051,684,203.0,138852.0,商品51,爽肤水,护肤品,203.0,2025,2,1,5,1,0.0,1.0,2.0,335406.0
D22348,2025-09-08,S18131,东区,浙江省,绍兴市,X023,679,235.0,159565.0,商品23,眼霜,护肤品,235.0,2025,9,3,0,0,0.0,1.0,3.0,675714.0
D22464,2025-07-13,S16943,北区,吉林省,长春市,X071,970,253.0,245410.0,商品71,防晒霜,护肤品,253.0,2025,7,3,6,1,0.0,1.0,1.0,896015.0
D24807,2025-07-29,S21234,南区,广东省,阳江市,X004,1158,211.0,244338.0,商品4,面膜,护肤品,211.0,2025,7,3,1,0,0.0,1.0,2.0,545580.0
D23313,2025-09-18,S17729,东区,上海市,上海市,X064,1100,150.0,165000.0,商品64,隔离霜,护肤品,150.0,2025,9,3,3,0,0.0,1.0,3.0,1226830.0
D30309,2025-08-30,S10989,南区,福建省,泉州市,X019,669,210.0,140490.0,商品19,眼霜,护肤品,210.0,2025,8,3,5,1,0.0,1.0,2.0,841357.0
D22124,2025-05-13,S18634,西区,四川省,泸州市,X082,1253,118.0,147854.0,商品82,口红,彩妆,118.0,2025,5,2,1,0,0.0,1.0,4.0,876138.0
D24635,2025-08-21,S17150,南区,江西省,景德镇市,X080,612,72.0,44064.0,商品80,口红,彩妆,72.0,2025,8,3,3,0,0.0,1.0,2.0,674383.0
D33736,2025-05-24,S19726,西区,陕西省,咸阳市,X002,992,141.0,139872.0,商品2,面膜,护肤品,141.0,2025,5,2,5,1,0.0,1.0,4.0,329347.0
D25809,2025-07-14,S13102,西区,云南省,丽江市,X075,905,126.0,114030.0,商品75,防晒霜,护肤品,126.0,2025,7,3,0,0,0.0,1.0,4.0,532946.0
D23692,2025-05-27,S19793,东区,江苏省,徐州市,X040,706,142.0,100252.0,商品40,面霜,护肤品,142.0,2025,5,2,1,0,0.0,1.0,3.0,715047.0
D28635,2025-08-05,S14207,西区,四川省,南充市,X064,1299,150.0,194850.0,商品64,隔离霜,护肤品,150.0,2025,8,3,1,0,0.0,1.0,4.0,475387.0
D25675,2025-09-06,S21747,南区,广东省,深圳市,X015,1643,151.0,248093.0,商品15,面膜,护肤品,151.0,2025,9,3,5,1,0.0,1.0,2.0,1049616.0
D32496,2025-04-26,S16423,东区,浙江省,宁波市,X015,675,151.0,101925.0,商品15,面膜,护肤品,151.0,2025,4,2,5,1,0.0,1.0,3.0,449340.0
D23708,2025-08-05,S10616,北区,山西省,吕梁市,X046,868,241.0,209188.0,商品46,洁面乳,护肤品,241.0,2025,8,3,1,0,0.0,1.0,1.0,1598196.0
D29332,2025-09-18,S16703,东区,湖北省,鄂州市,X029,425,154.0,65450.0,商品29,面霜,护肤品,154.0,2025,9,3,3,0,0.0,1.0,3.0,282840.0
D31285,2025-06-15,S17953,北区,河北省,秦皇岛市,X004,1046,211.0,220706.0,商品4,面膜,护肤品,211.0,2025,6,2,6,1,0.0,1.0,1.0,506819.0
D27225,2025-07-03,S14880,西区,新疆维吾尔自治区,巴音郭楞州,X010,821,58.0,47618.0,商品10,面膜,护肤品,58.0,2025,7,3,3,0,0.0,1.0,4.0,232208.0
D31599,2025-09-30,S19512,北区,北京市,北京市,X056,691,233.0,161003.0,商品56,爽肤水,护肤品,233.0,2025,9,3,1,0,0.0,1.0,1.0,916736.0
D27487,2025-08-07,S10989,南区,福建省,泉州市,X001,823,121.0,99583.0,商品1,面膜,护肤品,121.0,2025,8,3,3,0,0.0,1.0,2.0,316883.0
D22653,2025-07-13,S20333,东区,江苏省,盐城市,X080,600,72.0,43200.0,商品80,口红,彩妆,72.0,2025,7,3,6,1,0.0,1.0,3.0,728306.0
D28189,2025-02-01,S12021,北区,吉林省,四平市,X021,788,59.0,46492.0,商品21,眼霜,护肤品,59.0,2025,2,1,5,1,0.0,1.0,1.0,422383.0
D21124,2025-05-03,S15320,南区,湖南省,永州市,X036,278,99.0,27522.0,商品36,面霜,护肤品,99.0,2025,5,2,5,1,0.0,1.0,2.0,1034377.0
D23921,2025-09-13,S11832,北区,山东省,济南市,X046,207,241.0,49887.0,商品46,洁面乳,护肤品,241.0,2025,9,3,5,1,0.0,1.0,1.0,182096.0
D33061,2025-08-04,S16843,东区,湖北省,黄冈市,X001,2248,121.0,272008.0,商品1,面膜,护肤品,121.0,2025,8,3,0,0,0.0,1.0,3.0,528188.0
D32129,2025-05-24,S15466,北区,山西省,临汾市,X038,315,102.0,32130.0,商品38,面霜,护肤品,102.0,2025,5,2,5,1,0.0,1.0,1.0,688811.0
D21902,2025-08-31,S18003,南区,福建省,泉州市,X069,57,251.0,14307.0,商品69,防晒霜,护肤品,251.0,2025,8,3,6,1,0.0,1.0,2.0,1361162.0
D33703,2025-07-18,S22442,东区,江苏省,南通市,X027,257,164.0,42148.0,商品27,面霜,护肤品,164.0,2025,7,3,4,0,0.0,1.0,3.0,353722.0
D32374,2025-05-02,S21325,西区,云南省,昆明市,X003,305,168.0,51240.0,商品3,面膜,护肤品,168.0,2025,5,2,4,0,0.0,1.0,4.0,262822.0
D31808,2025-02-06,S16639,北区,河南省,郑州市,X072,244,62.0,15128.0,商品72,防晒霜,护肤品,62.0,2025,2,1,3,0,0.0,1.0,1.0,57714.0
D26070,2025-05-25,S15969,西区,陕西省,西安市,X002,1413,141.0,199233.0,商品2,面膜,护肤品,141.0,2025,5,2,6,1,0.0,1.0,4.0,671461.0
D21717,2025-05-09,S14495,西区,宁夏回族自治区,石嘴山市,X103,1433,202.0,289466.0,商品103,睫毛膏,彩妆,202.0,2025,5,2,4,0,0.0,1.0,4.0,986330.0
D31342,2025-02-19,S12385,南区,广东省,广州市,X019,772,210.0,162120.0,商品19,眼霜,护肤品,210.0,2025,2,1,2,0,0.0,1.0,2.0,531862.0
D30275,2025-08-07,S15417,东区,浙江省,嘉兴市,X020,2053,100.0,205300.0,商品20,眼霜,护肤品,100.0,2025,8,3,3,0,0.0,1.0,3.0,347736.0
D22678,2025-04-24,S22640,西区,云南省,昆明市,X005,477,185.0,88245.0,商品5,面膜,护肤品,185.0,2025,4,2,3,0,0.0,1.0,4.0,366503.0
D22673,2025-05-18,S14268,北区,河南省,南阳市,X079,449,128.0,57472.0,商品79,口红,彩妆,128.0,2025,5,2,6,1,0.0,1.0,1.0,213056.0
D25063,2025-01-07,S21714,东区,安徽省,宿州市,X026,936,101.0,94536.0,商品26,面霜,护肤品,101.0,2025,1,1,1,0,0.0,1.0,3.0,934821.0
D25904,2025-07-17,S10976,南区,湖南省,长沙市,X014,550,86.0,47300.0,商品14,面膜,护肤品,86.0,2025,7,3,3,0,0.0,1.0,2.0,715504.0
D24543,2025-07-30,S12266,南区,广东省,韶关市,X031,1093,86.0,93998.0,商品31,面霜,护肤品,86.0,2025,7,3,2,0,0.0,1.0,2.0,437174.0
D26712,2025-09-13,S12719,南区,广东省,广州市,X034,888,182.0,161616.0,商品34,面霜,护肤品,182.0,2025,9,3,5,1,0.0,1.0,2.0,1285546.0
D23560,2025-02-24,S19980,南区,江西省,九江市,X051,389,203.0,78967.0,商品51,爽肤水,护肤品,203.0,2025,2,1,0,0,0.0,1.0,2.0,647000.0
D26120,2025-07-09,S23119,南区,江西省,南昌市,X025,254,102.0,25908.0,商品25,眼霜,护肤品,102.0,2025,7,3,2,0,0.0,1.0,2.0,315624.0
D23840,2025-08-22,S13886,东区,湖北省,武汉市,X035,320,76.0,24320.0,商品35,面霜,护肤品,76.0,2025,8,3,4,0,0.0,1.0,3.0,434364.0
D30991,2025-02-16,S11812,北区,天津市,天津市,X069,112,251.0,28112.0,商品69,防晒霜,护肤品,251.0,2025,2,1,6,1,0.0,1.0,1.0,280848.0
D24510,2025-07-19,S16071,南区,湖南省,郴州市,X024,230,235.0,54050.0,商品24,眼霜,护肤品,235.0,2025,7,3,5,1,0.0,1.0,2.0,613419.0
D32784,2025-07-08,S15352,西区,重庆市,重庆市,X016,472,99.0,46728.0,商品16,面膜,护肤品,99.0,2025,7,3,1,0,0.0,1.0,4.0,177138.0
D31315,2025-08-11,S15732,南区,广西壮族自治区,贺州市,X066,1567,113.0,177071.0,商品66,隔离霜,护肤品,113.0,2025,8,3,0,0,0.0,1.0,2.0,1026553.0
D30228,2025-09-18,S16184,南区,广西壮族自治区,北海市,X026,300,101.0,30300.0,商品26,面霜,护肤品,101.0,2025,9,3,3,0,0.0,1.0,2.0,261862.0
D22092,2025-05-19,S11411,东区,江苏省,苏州市,X005,996,185.0,184260.0,商品5,面膜,护肤品,185.0,2025,5,2,0,0,0.0,1.0,3.0,575500.0
D23325,2025-08-23,S22259,西区,贵州省,铜仁市,X041,89,212.0,18868.0,商品41,洁面乳,护肤品,212.0,2025,8,3,5,1,0.0,1.0,4.0,37108.0
D31411,2025-05-16,S11581,东区,江苏省,南京市,X091,977,214.0,209078.0,商品91,粉底,彩妆,214.0,2025,5,2,4,0,0.0,1.0,3.0,330558.0
D24687,2025-09-17,S16489,北区,河南省,三门峡市,X031,968,86.0,83248.0,商品31,面霜,护肤品,86.0,2025,9,3,2,0,0.0,1.0,1.0,231792.0
D28794,2025-08-07,S10011,北区,山东省,潍坊市,X046,325,241.0,78325.0,商品46,洁面乳,护肤品,241.0,2025,8,3,3,0,0.0,1.0,1.0,233539.0
D27520,2025-06-12,S14280,南区,湖南省,郴州市,X023,572,235.0,134420.0,商品23,眼霜,护肤品,235.0,2025,6,2,3,0,0.0,1.0,2.0,361793.0
D27535,2025-05-25,S14911,东区,江苏省,泰州市,X008,1522,119.0,181118.0,商品8,面膜,护肤品,119.0,2025,5,2,6,1,0.0,1.0,3.0,651246.0
D22594,2025-08-24,S22350,南区,福建省,泉州市,X050,35,143.0,5005.0,商品50,爽肤水,护肤品,143.0,2025,8,3,6,1,0.0,1.0,2.0,541728.0
D27800,2025-07-31,S21595,西区,四川省,自贡市,X040,441,142.0,62622.0,商品40,面霜,护肤品,142.0,2025,7,3,3,0,0.0,1.0,4.0,1270537.0
D31618,2025-01-24,S17159,西区,重庆市,重庆市,X072,1296,62.0,80352.0,商品72,防晒霜,护肤品,62.0,2025,1,1,4,0,0.0,1.0,4.0,202740.0
D24551,2025-07-06,S13106,北区,山东省,青岛市,X026,1917,101.0,193617.0,商品26,面霜,护肤品,101.0,2025,7,3,6,1,0.0,1.0,1.0,909488.0
D21839,2025-08-19,S17553,东区,上海市,上海市,X085,1624,233.0,378392.0,商品85,口红,彩妆,233.0,2025,8,3,1,0,0.0,1.0,3.0,1085739.0
D29343,2025-05-08,S11644,东区,江苏省,镇江市,X059,132,56.0,7392.0,商品59,隔离霜,护肤品,56.0,2025,5,2,3,0,0.0,1.0,3.0,310983.0
D27103,2025-01-28,S20047,东区,江苏省,苏州市,X062,1246,239.0,297794.0,商品62,隔离霜,护肤品,239.0,2025,1,1,1,0,0.0,1.0,3.0,651722.0
D29767,2025-09-29,S17681,西区,云南省,红河哈尼族彝族自治州,X016,460,99.0,45540.0,商品16,面膜,护肤品,99.0,2025,9,3,0,0,0.0,1.0,4.0,467349.0
D31143,2025-07-07,S21325,西区,云南省,昆明市,X022,595,158.0,94010.0,商品22,眼霜,护肤品,158.0,2025,7,3,0,0,0.0,1.0,4.0,301746.0
D29452,2025-09-25,S10311,西区,重庆市,重庆市,X068,1412,225.0,317700.0,商品68,防晒霜,护肤品,225.0,2025,9,3,3,0,0.0,1.0,4.0,700711.0
D29116,2025-09-15,S10226,南区,广东省,深圳市,X027,1410,164.0,231240.0,商品27,面霜,护肤品,164.0,2025,9,3,0,0,0.0,1.0,2.0,576710.0
D30458,2025-07-06,S10580,东区,安徽省,宿州市,X010,1390,58.0,80620.0,商品10,面膜,护肤品,58.0,2025,7,3,6,1,0.0,1.0,3.0,785589.0
D32395,2025-07-27,S15014,西区,重庆市,重庆市,X061,1062,203.0,215586.0,商品61,隔离霜,护肤品,203.0,2025,7,3,6,1,0.0,1.0,4.0,215586.0
D22572,2025-05-25,S16650,西区,四川省,达州市,X019,1284,210.0,269640.0,商品19,眼霜,护肤品,210.0,2025,5,2,6,1,0.0,1.0,4.0,483765.0
D31767,2025-07-31,S15332,东区,江苏省,苏州市,X069,1146,251.0,287646.0,商品69,防晒霜,护肤品,251.0,2025,7,3,3,0,0.0,1.0,3.0,437271.0
D26480,2025-01-26,S19194,南区,广东省,肇庆市,X019,1386,210.0,291060.0,商品19,眼霜,护肤品,210.0,2025,1,1,6,1,0.0,1.0,2.0,590818.0
D29460,2025-08-09,S19840,西区,云南省,德宏傣族景颇族自治州,X002,723,141.0,101943.0,商品2,面膜,护肤品,141.0,2025,8,3,5,1,0.0,1.0,4.0,981161.0
D23754,2025-06-29,S10529,北区,河南省,南阳市,X049,815,226.0,184190.0,商品49,爽肤水,护肤品,226.0,2025,6,2,6,1,0.0,1.0,1.0,923705.0
D22345,2025-04-03,S17750,东区,江苏省,苏州市,X052,1455,102.0,148410.0,商品52,爽肤水,护肤品,102.0,2025,4,2,3,0,0.0,1.0,3.0,730078.0
D25298,2025-02-20,S10757,东区,湖北省,黄冈市,X018,504,212.0,106848.0,商品18,眼霜,护肤品,212.0,2025,2,1,3,0,0.0,1.0,3.0,370989.0
D32239,2025-04-30,S22123,西区,四川省,广元市,X009,1261,92.0,116012.0,商品9,面膜,护肤品,92.0,2025,4,2,2,0,0.0,1.0,4.0,939455.0
D28486,2025-09-15,S12592,东区,浙江省,杭州市,X035,378,76.0,28728.0,商品35,面霜,护肤品,76.0,2025,9,3,0,0,0.0,1.0,3.0,725231.0
D26253,2025-09-29,S18595,西区,重庆市,重庆市,X018,1163,212.0,246556.0,商品18,眼霜,护肤品,212.0,2025,9,3,0,0,0.0,1.0,4.0,560502.0
D30474,2025-02-05,S21024,南区,湖南省,邵阳市,X074,964,87.0,83868.0,商品74,防晒霜,护肤品,87.0,2025,2,1,2,0,0.0,1.0,2.0,518820.0
D22158,2025-05-23,S18429,北区,山西省,长治市,X049,644,226.0,145544.0,商品49,爽肤水,护肤品,226.0,2025,5,2,4,0,0.0,1.0,1.0,221636.0
D28337,2025-07-22,S22631,东区,江苏省,淮安市,X067,1189,212.0,252068.0,商品67,隔离霜,护肤品,212.0,2025,7,3,1,0,0.0,1.0,3.0,1044995.0
D21978,2025-02-11,S12572,南区,广东省,深圳市,X104,279,185.0,51615.0,商品104,睫毛膏,彩妆,185.0,2025,2,1,1,0,0.0,1.0,2.0,1027192.0
D28191,2025-07-12,S18979,东区,浙江省,宁波市,X041,1022,212.0,216664.0,商品41,洁面乳,护肤品,212.0,2025,7,3,5,1,0.0,1.0,3.0,1219160.0
D30530,2025-05-31,S13058,南区,湖南省,长沙市,X064,1033,150.0,154950.0,商品64,隔离霜,护肤品,150.0,2025,5,2,5,1,0.0,1.0,2.0,720220.0
D22780,2025-06-17,S21168,东区,安徽省,蚌埠市,X004,918,211.0,193698.0,商品4,面膜,护肤品,211.0,2025,6,2,1,0,0.0,1.0,3.0,460399.0
D21781,2025-05-02,S12270,东区,江苏省,淮安市,X102,854,160.0,136640.0,商品102,睫毛膏,彩妆,160.0,2025,5,2,4,0,0.0,1.0,3.0,940734.0
D30396,2025-09-22,S16915,北区,河北省,廊坊市,X068,1239,225.0,278775.0,商品68,防晒霜,护肤品,225.0,2025,9,3,0,0,0.0,1.0,1.0,459519.0
D30112,2025-05-16,S19123,北区,山东省,日照市,X050,286,143.0,40898.0,商品50,爽肤水,护肤品,143.0,2025,5,2,4,0,0.0,1.0,1.0,799426.0
D22494,2025-02-28,S18507,东区,安徽省,合肥市,X067,685,212.0,145220.0,商品67,隔离霜,护肤品,212.0,2025,2,1,4,0,0.0,1.0,3.0,1282878.0
D31131,2025-07-29,S19982,东区,安徽省,黄山市,X044,365,174.0,63510.0,商品44,洁面乳,护肤品,174.0,2025,7,3,1,0,0.0,1.0,3.0,196022.0
D24486,2025-06-06,S10604,西区,四川省,南充市,X092,1100,67.0,73700.0,商品92,粉底,彩妆,67.0,2025,6,2,4,0,0.0,1.0,4.0,618874.0
D22529,2025-07-05,S22814,东区,浙江省,杭州市,X048,383,61.0,23363.0,商品48,爽肤水,护肤品,61.0,2025,7,3,5,1,0.0,1.0,3.0,188931.0
D24967,2025-09-03,S10865,北区,内蒙古自治区,呼和浩特市,X037,1507,195.0,293865.0,商品37,面霜,护肤品,195.0,2025,9,3,2,0,0.0,1.0,1.0,644984.0
D32657,2025-09-23,S15344,东区,浙江省,绍兴市,X059,223,56.0,12488.0,商品59,隔离霜,护肤品,56.0,2025,9,3,1,0,0.0,1.0,3.0,309036.0
D28610,2025-06-04,S20442,南区,广东省,江门市,X013,20,164.0,3280.0,商品13,面膜,护肤品,164.0,2025,6,2,2,0,0.0,1.0,2.0,506302.0
D27848,2025-06-17,S19793,东区,江苏省,徐州市,X001,500,121.0,60500.0,商品1,面膜,护肤品,121.0,2025,6,2,1,0,0.0,1.0,3.0,158880.0
D28020,2025-09-20,S18776,西区,四川省,成都市,X046,1360,241.0,327760.0,商品46,洁面乳,护肤品,241.0,2025,9,3,5,1,0.0,1.0,4.0,796760.0
D29143,2025-07-21,S12719,南区,广东省,广州市,X070,627,242.0,151734.0,商品70,防晒霜,护肤品,242.0,2025,7,3,0,0,0.0,1.0,2.0,1113221.0
D30737,2025-05-14,S17044,东区,江苏省,扬州市,X045,668,205.0,136940.0,商品45,洁面乳,护肤品,205.0,2025,5,2,2,0,0.0,1.0,3.0,865534.0
D22131,2025-09-11,S10253,南区,广东省,广州市,X064,170,150.0,25500.0,商品64,隔离霜,护肤品,150.0,2025,9,3,3,0,0.0,1.0,2.0,634182.0
D21313,2025-05-18,S20611,东区,湖北省,咸宁市,X046,1194,241.0,287754.0,商品46,洁面乳,护肤品,241.0,2025,5,2,6,1,0.0,1.0,3.0,1055860.0
D26156,2025-06-26,S15105,东区,江苏省,泰州市,X071,1182,253.0,299046.0,商品71,防晒霜,护肤品,253.0,2025,6,2,3,0,0.0,1.0,3.0,1370701.0
D22924,2025-07-12,S20068,西区,四川省,达州市,X076,1387,115.0,159505.0,商品76,防晒霜,护肤品,115.0,2025,7,3,5,1,0.0,1.0,4.0,1065980.0
D25191,2025-07-11,S20992,西区,陕西省,渭南市,X042,815,159.0,129585.0,商品42,洁面乳,护肤品,159.0,2025,7,3,4,0,0.0,1.0,4.0,248712.0
D31062,2025-07-09,S17602,北区,山东省,枣庄市,X045,1311,205.0,268755.0,商品45,洁面乳,护肤品,205.0,2025,7,3,2,0,0.0,1.0,1.0,486315.0
D25020,2025-04-05,S11971,东区,江苏省,常州市,X023,374,235.0,87890.0,商品23,眼霜,护肤品,235.0,2025,4,2,5,1,0.0,1.0,3.0,406162.0
D27321,2025-08-02,S13234,东区,安徽省,铜陵市,X026,677,101.0,68377.0,商品26,面霜,护肤品,101.0,2025,8,3,5,1,0.0,1.0,3.0,315082.0
D22557,2025-09-09,S19040,南区,广东省,广州市,X049,1408,226.0,318208.0,商品49,爽肤水,护肤品,226.0,2025,9,3,1,0,0.0,1.0,2.0,1392856.0
D27670,2025-07-29,S22259,西区,贵州省,铜仁市,X045,259,205.0,53095.0,商品45,洁面乳,护肤品,205.0,2025,7,3,1,0,0.0,1.0,4.0,393621.0
D22653,2025-07-13,S20333,东区,江苏省,盐城市,X037,1035,195.0,201825.0,商品37,面霜,护肤品,195.0,2025,7,3,6,1,0.0,1.0,3.0,728306.0
D21680,2025-05-09,S11296,南区,福建省,泉州市,X078,929,116.0,107764.0,商品78,口红,彩妆,116.0,2025,5,2,4,0,0.0,1.0,2.0,705705.0
D30656,2025-02-18,S12385,南区,广东省,广州市,X048,1309,61.0,79849.0,商品48,爽肤水,护肤品,61.0,2025,2,1,1,0,0.0,1.0,2.0,221262.0
D23729,2025-09-04,S18023,东区,湖北省,武汉市,X029,630,154.0,97020.0,商品29,面霜,护肤品,154.0,2025,9,3,3,0,0.0,1.0,3.0,1070351.0
D23567,2025-07-20,S10983,东区,江苏省,南京市,X005,351,185.0,64935.0,商品5,面膜,护肤品,185.0,2025,7,3,6,1,0.0,1.0,3.0,1258938.0
D29153,2025-07-24,S10355,南区,江西省,赣州市,X057,552,245.0,135240.0,商品57,爽肤水,护肤品,245.0,2025,7,3,3,0,0.0,1.0,2.0,531958.0
D29779,2025-01-23,S22773,东区,江苏省,苏州市,X077,218,247.0,53846.0,商品77,口红,彩妆,247.0,2025,1,1,3,0,0.0,1.0,3.0,863091.0
D24651,2025-08-04,S16975,南区,广西壮族自治区,来宾市,X094,666,94.0,62604.0,商品94,粉底,彩妆,94.0,2025,8,3,0,0,0.0,1.0,2.0,757271.0
D23669,2025-06-13,S14743,东区,江苏省,常州市,X033,1146,177.0,202842.0,商品33,面霜,护肤品,177.0,2025,6,2,4,0,0.0,1.0,3.0,596252.0
D28134,2025-09-14,S19344,北区,内蒙古自治区,包头市,X092,713,67.0,47771.0,商品92,粉底,彩妆,67.0,2025,9,3,6,1,0.0,1.0,1.0,1121837.0
D34417,2025-08-16,S20784,西区,陕西省,西安市,X017,1316,213.0,280308.0,商品17,眼霜,护肤品,213.0,2025,8,3,5,1,0.0,1.0,4.0,280308.0
D25030,2025-04-01,S20114,北区,黑龙江省,哈尔滨市,X075,1019,126.0,128394.0,商品75,防晒霜,护肤品,126.0,2025,4,2,1,0,0.0,1.0,1.0,134514.0
D24858,2025-05-06,S11368,东区,浙江省,杭州市,X079,296,128.0,37888.0,商品79,口红,彩妆,128.0,2025,5,2,1,0,0.0,1.0,3.0,546000.0
